# Yulengua 词库 · 西班牙语
# 来源：Instituto Cervantes · Plan Curricular · Nociones específicas A1-A2 + B1-B2
词,释义
conocimiento,知识
idea,想法；观念
filosófico,哲学的
ideológico,意识形态的
metafísico,形而上学的
razonar,推理
reflexionar,反思；思考
horóscopo,星座运势；占星预测
universo,宇宙
espacio,空间；太空
atmósfera,大气；气氛
astronauta,宇航员
cohete,火箭
satélite,卫星
viaje espacial,太空旅行
universal,普遍的；宇宙的
mundial,世界性的；全球的
astronomía,天文学
astrología,占星术
signo del zodiaco,黄道十二宫星座
Capricornio,摩羯座
Leo,狮子座
Cáncer,巨蟹座
constelación,星座
galaxia,星系；银河
cometa,彗星
eclipse total de sol,日全食
eclipse parcial de sol,日偏食
eclipse total de luna,月全食
eclipse parcial de luna,月偏食
luna llena,满月
Saturno,土星
Mercurio,水星
Venus,金星
Osa Mayor,大熊座
Osa Menor,小熊座
salir el sol,日出
ponerse el sol,日落
estación espacial,空间站
lanzamiento espacial,太空发射
girar (un planeta),（行星）旋转
brillar una estrella,星星发光
apagarse una estrella,星星熄灭
geografía,地理学
sitio,地点；地方
zona,区域
paisaje,景观；风景
comunidad autónoma,自治区
población,人口
hemisferio norte,北半球
hemisferio sur,南半球
polo norte,北极
polo sur,南极
Oriente,东方
Occidente,西方
oriental,东方的
occidental,西方的
internacional,国际的
nacional,国家级的；全国的
regional,地区的
emigrante,移民（迁出者）
inmigrante,移民（迁入者）
geográfico,地理的
continente,大洲；大陆
península,半岛
valle,山谷
lago,湖
selva,丛林；热带雨林
Europa,欧洲
Asia,亚洲
África,非洲
América,美洲
Oceanía,大洋洲
océano Atlántico,大西洋
océano Pacífico,太平洋
océano Ártico,北冰洋
mar Mediterráneo,地中海
mar Báltico,波罗的海
mar Rojo,红海
tierra húmeda,湿润的土地
tierra seca,干燥的土地
suelo húmedo,湿润的土壤
suelo seco,干燥的土壤
área,区域；面积
altitud,海拔
profundidad,深度
ecuador,赤道
trópico de Cáncer,北回归线
trópico de Capricornio,南回归线
Extremo Oriente,远东
Oriente Próximo,近东
Oriente Medio,中东
superpoblación,人口过多
índice de población,人口指数
índice de natalidad,出生率
índice de mortalidad,死亡率
crecimiento de la población,人口增长
crecimiento de la natalidad,出生率增长
crecimiento de la mortalidad,死亡率增长
aumento de la población,人口增加
aumento de la natalidad,出生率上升
aumento de la mortalidad,死亡率上升
disminución de la población,人口减少
disminución de la natalidad,出生率下降
disminución de la mortalidad,死亡率下降
sector de población,人口群体
densidad de población,人口密度
habitantes por metro cuadrado,每平方米居民数
zona poblada,人口稠密的地区
zona superpoblada,人口过度稠密的地区
región poblada,人口稠密的区域
región superpoblada,人口过度稠密的区域
población joven,青年人口
población adulta,成年人口
población activa,劳动人口
población urbana,城市人口
emigración,移民迁出；移居国外
territorial,领土的
continental,大陆的
provincial,省级的
local,地方的；本地的
urbano,城市的
rural,农村的
ecuatorial,赤道的
tropical,热带的
estar situado,位于
limitar al norte,北面接壤
limitar al sur,南面接壤
limitar al este,东面接壤
limitar al oeste,西面接壤
horizonte,地平线
cabo,海角；岬
golfo,海湾
estrecho,海峡；狭窄的
pantano,水库；沼泽
laguna,泻湖；小湖
cascada,瀑布
cordillera,山脉
llanura,平原
orilla del río,河岸
orilla del mar,海岸
nacimiento de un río,河流的源头
corriente de un río,河流的水流
caudal de un río,河流的流量
paisaje natural,自然景观
paisaje urbano,城市景观
paisaje industrial,工业景观
paisaje tropical,热带景观
paisaje volcánico,火山景观
paisaje desértico,沙漠景观
paisaje rocoso,岩石景观
costero,沿海的
insular,岛屿的
peninsular,半岛的
subir la marea,涨潮
bajar la marea,退潮
(las) afueras,郊区；外围
comisaría de policía,警察局
parque de bomberos,消防站
barrio comercial,商业街区
barrio residencial,住宅街区
barrio industrial,工业街区
zona comercial,商业区
zona residencial,住宅区
zona industrial,工业区
casco histórico,历史城区
casco antiguo,老城区
céntrico,市中心的
camino,道路；小路
prado,草地；牧场
tierra,土地；地球
cultivo,作物；种植
plantar,种植
cultivar,耕作；种植
regar,浇水；灌溉
acera,人行道
señal,标志；信号
papelera,垃圾桶
edificación,建筑；建造
urbanización,住宅小区；城市开发
alrededores,周边；附近地区
ciudadano(s),公民
vecindario,邻里；街坊
basurero municipal,市政垃圾场
estadio municipal,市立体育场
violencia callejera,街头暴力
actividad callejera,街头活动
arte callejero,街头艺术
zona verde,绿地
zona ajardinada,园林区
haber obras,有施工
estar en obras,正在施工
corral,畜栏；鸡舍
ganadero,畜牧户；牧场主
agrícola,农业的
forestal,林业的
semilla,种子
cosecha,收成；收获
sembrar,播种
estación (del año),季节
granizo,冰雹
hielo,冰
huracán,飓风
ola de frío,寒潮
ola de calor,热浪
clima seco,干燥气候
clima húmedo,湿润气候
nublarse,多云起来
estar el cielo despejado,天空晴朗
estar el cielo nublado,天空多云
temporal,暴风雨；恶劣天气
chaparrón,阵雨；暴雨
trueno,雷
relámpago,闪电
borrasca,低气压；风暴
anticiclón,高气压；反气旋
previsión meteorológica,天气预报
clima suave,温和气候
clima continental,大陆性气候
clima mediterráneo,地中海气候
clima tropical,热带气候
clima lluvioso,多雨气候
clima caluroso,炎热气候
clima templado,温带气候
clima desértico,沙漠气候
tiempo primaveral,春季天气
tiempo veraniego,夏季天气
tiempo otoñal,秋季天气
tiempo invernal,冬季天气
tiempo variable,多变的天气
tiempo estable,稳定的天气
tiempo inestable,不稳定的天气
temperatura primaveral,春季气温
temperatura veraniega,夏季气温
temperatura otoñal,秋季气温
temperatura invernal,冬季气温
temperatura variable,多变的气温
temperatura estable,稳定的气温
temperatura inestable,不稳定的气温
hacer un día estupendo,天气非常好
hacer un día horrible,天气很糟糕
caer una nevada,下大雪
caer una helada,结霜
caer una tormenta,下暴风雨
caer un chaparrón,下阵雨
soplar (el viento),（风）吹
helar,结冰；霜冻
granizar,下冰雹
mamífero,哺乳动物
insecto,昆虫
ave,鸟类
reptil,爬行动物
animal doméstico,家养动物
animal salvaje,野生动物
animal de compañía,宠物
conejo,兔子
oveja,绵羊
gallo,公鸡
gallina,母鸡
león,狮子
tigre,老虎
elefante,大象
serpiente,蛇
cocodrilo,鳄鱼
animal terrestre,陆生动物
animal volador,会飞的动物
animal marino,海洋动物
especie autóctona,本土物种
especie protegida,受保护物种
especie en peligro de extinción,濒危物种
clínica veterinaria,兽医诊所
perro policía,警犬
perro de caza,猎犬
perro callejero,流浪狗
gato callejero,流浪猫
pollo de corral,散养鸡；土鸡
mascota,宠物
dócil,温顺的
manso,驯服的；温顺的
noble,高贵的；温良的
feroz,凶猛的
bravo,勇猛的；野性的
poner un huevo,下蛋
hierba,草；草本
césped,草坪
tronco,树干
rama,树枝
raíz,根
planta de interior,室内植物
planta de exterior,室外植物
árbol frutal,果树
plantar un árbol,种树
regar las plantas,给植物浇水
regar el jardín,给花园浇水
caerse las hojas,树叶掉落
secarse las hojas,树叶干枯
cortar una flor,剪下一朵花
alga,藻类
seta,蘑菇；菌类
arbusto,灌木
pétalo,花瓣
savia,树液；汁液
polen,花粉
fruto,果实
planta carnívora,食虫植物
planta trepadora,攀缘植物
planta acuática,水生植物
planta silvestre,野生植物
planta venenosa,有毒植物
maceta,花盆
jarrón,花瓶
jardinera,花槽；花盆架
flor natural,鲜花
flor artificial,人造花
flor seca,干花
flor silvestre,野花
flor exótica,异国花
flor delicada,娇嫩的花
ramillete de flores,花束
centro de flores,插花摆设
corona de flores,花冠
guirnalda de flores,花环
dar flor,开花
dar fruto,结果
brotar,发芽
florecer,开花
trasplantar,移植；移栽
talar un árbol,砍树
deshojar una flor,摘掉花瓣
contaminación,污染
polución,污染；公害
terremoto,地震
ecologista,环保主义者；生态学家
reciclaje,回收利用
cartón reciclado,再生纸板
vidrio reciclado,再生玻璃
cambio climático,气候变化
energía alternativa,替代能源
agujero de la capa de ozono,臭氧层空洞
contaminado,被污染的
contaminante,污染性的；污染物
tóxico,有毒的
cuidar el medio ambiente,爱护环境
cuidar la naturaleza,爱护自然
respetar el medio ambiente,尊重环境
respetar la naturaleza,尊重自然
proteger el medio ambiente,保护环境
proteger la naturaleza,保护自然
conservar el medio ambiente,保存环境
conservar la naturaleza,保存自然
reciclar vidrio,回收玻璃
reciclar pilas,回收电池
reciclar papel,回收纸张
reciclar cartón,回收纸板
reciclar latas,回收易拉罐
ecosistema,生态系统
biosfera,生物圈
sequía,干旱
marea negra,海上石油污染；油污潮
desertización,荒漠化
maremoto,海啸；海震
inundación,洪水；淹水
catástrofe natural,自然灾难
desastre natural,自然灾害
problema medioambiental,环境问题
efecto invernadero,温室效应
desarrollo sostenible,可持续发展
ahorro energético,节能
energía eólica,风能
biomasa,生物质
zona protegida,保护区
zona virgen,原生态区域
área protegida,保护区域
área virgen,原生态区域
litoral protegido,受保护海岸
litoral virgen,原生态海岸
impacto medioambiental,环境影响
residuos atómicos,核废料
residuos radiactivos,放射性废物
residuos tóxicos,有毒废物
alimentos transgénicos,转基因食品
agricultura ecológica,生态农业；有机农业
exponerse a la radiación solar,暴露于太阳辐射
protegerse de la radiación solar,防护太阳辐射
inundar(se),淹没；被淹
incendiar(se),点燃；起火；烧毁
extinguir(se),熄灭；灭绝
aprovechar los recursos naturales,利用自然资源
agotarse los recursos naturales,自然资源耗尽
preservar el medio ambiente,保护环境
